Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2021-04-08,326.3791809082031,326.56424967889006,325.0739793900384,325.87269411351394,29940800
2021-04-09,328.3564758300781,328.56104430263866,324.27530210483116,325.0155474800384,36664900
2021-04-12,327.9278259277344,328.34665314046464,326.0381988224638,327.3141801520351,25833000
2021-04-13,331.755859375,332.22337649196965,329.2428359706987,329.4571245576922,30374000
2021-04-14,327.7720947265625,332.1260266186943,326.95390997353,331.9993974798054,42564300
2021-04-15,332.7395935058594,333.12923071388946,327.489568021799,330.6551771235972,36342800
2021-04-16,333.1292419433594,333.3435305249411,331.24933449919564,333.2655911906496,40860100
2021-04-19,330.0804748535156,332.7103474494472,328.15187783638453,331.55127493994536,34533100
2021-04-20,327.6746826171875,330.7039131749116,325.6973953829247,329.4182112740477,38081800
2021-04-21,330.4797668457031,330.66483555080686,325.29790255307256,326.38881509359743,36598100
2021-04-22,326.4960632324219,331.0740031578033,325.3369609108022,330.09024946918447,45936100
2021-04-23,330.6065368652344,331.9214586013224,327.12922936611494,327.12922936611494,36381900
2021-04-26,332.7590637207031,333.04154175395524,330.09994160972406,330.8499664161028,30812000
2021-04-27,331.3174133300781,333.265479884687,330.36287974240724,333.05119137467454,33187200
2021-04-28,330.1972961425781,331.9992637332216,329.5446807378079,330.98626075535026,33615700
2021-04-29,331.3857421875,333.89873602095014,328.15194321255245,333.47990866956667,37708900
2021-04-30,329.2135314941406,331.42460628344213,328.2979377419888,328.93108321698503,38263400
2021-05-03,327.46038818359375,331.1714541595461,327.0123410098314,330.4214589202973,29729700
2021-05-04,321.56744384765625,325.22006958499026,317.7394694838205,324.89862187402406,65147000
2021-05-05,320.4862365722656,324.4895296550848,319.7070216738567,323.6226255848476,46219300
2021-05-06,322.90179443359375,323.0576433313317,317.97318822754085,320.2232028118199,46814300
2021-05-07,325.52197265625,327.9083366400682,323.0771393215745,325.68754168740145,53324500
2021-05-10,317.3011169433594,324.3141393019935,317.0965485356091,324.138820431184,60700500
2021-05-11,316.8627624511719,317.66147687105484,310.73608482569733,311.39845004409153,71963600
2021-05-12,308.66156005859375,314.2427542547939,307.7946557789922,311.91482911911316,91164900
2021-05-13,311.0478515625,314.0283916680369,308.6712074655807,311.61280763356643,69877800
2021-05-14,317.914794921875,318.8303590261201,313.71668336683985,314.22319978956426,44370000
2021-05-17,315.98626708984375,317.8953647638575,313.10313574386294,316.20055568668243,39395000
2021-05-18,313.8531188964844,318.1680807632687,313.58039066783124,316.94081859690334,36528500
2021-05-19,314.21343994140625,314.51538792604606,308.08676135683356,308.4374288479534,66319100
2021-05-20,320.2914123535156,321.1485665617802,315.47971436647117,315.703723040125,46466100
2021-05-21,318.51873779296875,322.26874338162173,318.15835011614934,321.8499160666774,50330400
2021-05-24,323.8758544921875,325.0057368002256,318.41151167552056,320.8173753561834,32475800
2021-05-25,324.323974609375,326.1161928974598,323.1454022559629,325.3954175329983,31280300
2021-05-26,325.4538269042969,325.9213439728367,324.30447447727755,324.99602995792213,25444900
2021-05-27,324.2362976074219,325.85319689101385,324.03175888198024,325.0057924461818,27931700
2021-05-28,325.2590026855469,326.8564319091578,324.93758470648277,325.444071430359,29927400
2021-06-01,324.1778259277344,327.0707065164675,322.82390513925486,326.593409904089,31145400
2021-06-02,324.8108825683594,325.65828677506283,323.08685434524324,324.59659405544636,22047900
2021-06-03,321.4310607910156,323.2427488655868,319.7557219518264,321.96676733560975,37057800
2021-06-04,326.8857116699219,327.3337588434041,323.16489584736075,323.2330853395633,38736500
2021-06-07,327.85968017578125,327.9181198074366,325.6583549662859,326.34991042430295,32611900
2021-06-08,328.0155334472656,330.47983703185565,326.33044477849825,329.6129329422451,27282800
2021-06-09,328.09344482421875,330.1681409621243,327.9083760788092,329.38892604208513,21485300
2021-06-10,331.5122985839844,331.6194279979793,327.98630216664736,328.4343492413272,33702100
2021-06-11,332.379150390625,332.38890023674287,330.86941049938616,331.5219962361898,21222800
2021-06-14,335.5643005371094,335.5740206592998,331.61944691016913,332.80776900437525,27827700
2021-06-15,333.3727722167969,335.52537829677493,332.65196709046756,335.2136803894513,35963800
2021-06-16,332.1551818847656,334.9116836815557,328.687624913647,333.8402408589866,55399500
2021-06-17,336.37274169921875,337.38574491157675,331.0934965182801,331.1421863055932,59722700
2021-06-18,333.73309326171875,335.8564790966085,332.98306846420024,334.70712673370224,55414900
2021-06-21,335.8072814941406,336.1291021077462,331.7018515784086,333.9252231211388,32992600
2021-06-22,338.9375915527344,339.386158438926,335.30022091220036,335.6025192224196,28941600
2021-06-23,339.1032409667969,340.2539561578063,338.26461490109114,338.8789724774016,27188500
2021-06-24,341.1999206542969,342.73090450473086,340.4978018481293,341.0438909463014,32581600
2021-06-25,340.7805480957031,342.0092633393216,340.1759516296754,341.7654725217542,28682800
2021-06-28,344.92510986328125,345.06164705239513,342.0093802118815,342.0678876473213,39130300
2021-06-29,346.1732482910156,346.2025020028375,343.9108918043317,344.74951804964223,29426000
2021-06-30,345.62713623046875,346.4072847599957,345.04203227322944,346.01719561542046,32724000
2021-07-01,345.7637023925781,346.2707766595966,343.92062923658386,345.2761206805745,29290000
2021-07-02,349.7326354980469,350.05442634369626,347.4312342711346,347.6652639770614,32727200
2021-07-06,351.2441101074219,351.52691582827526,347.63599359603506,350.33721528081065,38842400
2021-07-07,351.9852294921875,353.7502728070399,350.0251415999359,353.44797454380824,35265200
2021-07-08,349.859375,350.71752358467995,345.61743786377156,346.9046309811652,50890000
2021-07-09,352.043701171875,352.5215216504801,348.68913714663046,349.2742410598003,35184500
2021-07-12,353.4187316894531,353.8770596767581,351.8681956986365,353.4479854009992,25717700
2021-07-13,353.4187316894531,356.39296814859466,352.56058313793517,353.0384036797292,39723000
2021-07-14,354.0526123046875,356.41249126408724,353.2237173936411,355.76887979526157,35336400
2021-07-15,351.56585693359375,354.1695559998057,349.55702294647006,353.9647800425689,53391600
2021-07-16,348.7184753417969,353.40900942010177,348.3674010049882,352.4240847569654,47262000
2021-07-19,345.8611755371094,346.358488576135,343.2964913348933,345.2565493020615,64404600
2021-07-20,349.87884521484375,351.33182899412657,345.012760160324,346.79732564673384,42183700
2021-07-21,352.5801086425781,352.5801086425781,349.2255438602139,349.4498421761121,30259900
2021-07-22,354.9106750488281,354.9204064447397,352.78479655665444,352.78479655665444,30252200
2021-07-23,359.05517578125,359.33795174031775,354.88147761966525,356.2369392706503,31960800
2021-07-26,359.3379211425781,359.7280102770593,357.49487794853235,358.3627578256207,28438100
2021-07-27,355.3787841796875,359.07466173036767,351.2148472517811,359.07466173036767,57933100
2021-07-28,356.7439880371094,358.32377763031286,354.21831858273265,356.51971951729433,42066200
2021-07-29,357.37786865234375,358.54804679506,356.1784070404271,356.1784070404271,25672500
2021-07-30,355.51531982421875,356.1004238028852,353.40896335679446,353.43821706774656,36484600
2021-08-02,355.5445861816406,357.7679575719571,354.8327061769859,357.1828535724789,27334100
2021-08-03,357.69964599609375,357.81666082999936,353.00911292610505,356.2076473445534,35558500
2021-08-04,358.2164611816406,359.17213187076067,356.54894037313744,357.66061099226613,29602200
2021-08-05,360.4887390136719,360.7227687532313,358.32387464385323,359.035725021557,21443900
2021-08-06,358.9088439941406,360.1960667044037,357.7971732968207,359.2209033953479,33332100
2021-08-09,359.5719909667969,360.09855774624333,358.2652756554646,359.3671852373886,25960200
2021-08-10,357.72894287109375,360.38138854496725,356.5392423167911,360.08885142490334,35130800
2021-08-11,357.11456298828125,359.49396394916414,355.77859395688876,358.9966508759306,34249800
2021-08-12,358.4017333984375,358.76253902461605,355.2519455165205,356.6074366631041,25969200
2021-08-13,359.6597900390625,359.99134204023227,358.2555522931513,358.7528951747193,19336200
2021-08-16,359.8158264160156,359.85481152772593,354.666964505665,358.5383646562624,34856900
2021-08-17,356.646484375,358.03119959542727,354.20857612532444,357.0560362955571,44793900
2021-08-18,353.2139892578125,357.51446418363577,352.8824372143226,356.11022625848403,38541900
2021-08-19,354.9204406738281,356.597722807974,351.0197873162446,351.273339307567,48499400
2021-08-20,358.5968322753906,358.9966528232414,355.6810735990395,355.9931330158436,39486000
2021-08-23,363.96026611328125,364.6526238319049,359.63053800313463,359.640269401114,34034700
2021-08-24,365.0719299316406,365.6765264990257,364.0870053404722,364.5550945021379,21732900
2021-08-25,365.49114990234375,366.06652237006557,364.57449412750327,365.3253888262493,20441900
2021-08-26,363.17034912109375,365.3156906425255,362.73151370827026,364.63309415100696,29133300
2021-08-27,366.7004699707031,367.20754424833365,363.31665162819627,363.804233350404,27104700
2021-08-30,370.8156433105469,371.30322500963103,367.47081023751457,367.49033255163806,27295700
2021-08-31,370.51336669921875,371.1276946778951,368.962830617012,371.059455853349,29628200
2021-09-01,371.1276550292969,373.2047577284664,370.9228790582815,371.5762515976859,28138300
2021-09-02,370.9521789550781,372.81474475854776,369.73322461455825,372.48319274908164,25453400
2021-09-03,372.0931091308594,372.4929296997221,369.78197661296747,369.80146916768314,24605400
2021-09-07,372.6197204589844,373.27309311533213,371.03996030915226,372.2004072853137,23970200
2021-09-08,371.32269287109375,372.4441247524868,369.05057539869307,372.4441247524868,32949200
2021-09-09,370.0452880859375,372.65871907807775,369.8014972151865,371.54704818245955,29399000
2021-09-10,367.2367858886719,372.48316980869697,366.90523389962533,371.7615584066324,40249400
2021-09-13,366.9833068847656,370.0063200163877,364.9257259599829,369.57724564882164,48741800
2021-09-14,365.9397888183594,369.20656205974547,364.9841180726261,368.47518958607,41826600
2021-09-15,368.6604919433594,369.011566223773,364.0967346153478,366.39813559247995,34097900
2021-09-16,368.91412353515625,369.4894664636713,365.3937973726415,367.3246021728305,35193100
2021-09-17,364.5453186035156,368.4849870492538,363.50191638891084,368.4362407833879,60912300
2021-09-20,357.01263427734375,360.4782904198508,352.35592883145534,358.7308043802831,76203200
2021-09-21,357.45184326171875,360.0486566659345,356.31939630248553,358.84786545570864,41927500
2021-09-22,360.7907409667969,362.25510793577394,357.2664823026285,358.3696435194108,46972900
2021-09-23,364.1197509765625,365.1545679525454,361.3081615351664,361.9524865982049,44652000
2021-09-24,364.4613952636719,364.8812030977183,361.4740890739168,361.8450668008025,36056800
2021-09-27,361.5521240234375,362.4307380359106,358.99436843024495,361.40569332012785,43338100
2021-09-28,351.3211669921875,361.5033918186341,350.81353048571293,356.9834039918958,97701600
2021-09-29,350.7451477050781,354.73798441884105,350.1203666728196,352.59026424171617,58076600
2021-09-30,349.4565124511719,354.064388204681,348.6169563865555,352.3950182625714,61384600
2021-10-01,351.6236877441406,352.6682763634583,345.961482352098,350.08123475834594,56375500
2021-10-04,344.24334716796875,350.3351036035697,341.9979966284059,350.00318403292414,76766000
2021-10-05,348.8902587890625,351.1453811658282,345.08291125638124,345.3074284206387,47232900
2021-10-06,351.1258850097656,351.399232287859,344.7607515743337,345.6686518416489,56806500
2021-10-07,354.3475036621094,357.0028901658772,353.6446063583879,354.1815289713523,39411200
2021-10-08,352.58050537109375,355.6654419002322,352.04355296238407,355.43112293588104,41822300
2021-10-11,349.87628173828125,354.5720154144046,349.78839351550556,351.0379852876682,34847200
2021-10-12,348.65606689453125,351.7702602608521,348.01174177965004,351.33096799567784,43905100
2021-10-13,351.447998046875,352.12160909320744,348.9390426883681,350.96964780539275,40120800
2021-10-14,357.9205627441406,358.13533774801306,354.386562056202,355.05040123449106,43433900
2021-10-15,360.1756286621094,360.2927732289316,358.10599520127346,359.1408119316914,40419900
2021-10-18,363.79754638671875,364.012321391696,358.2719983428693,358.87726523163576,34513500
2021-10-19,366.5505676269531,366.5993679407666,363.84638076254095,364.8714256935948,29091000
2021-10-20,366.0721740722656,367.6243992552762,364.58826336200303,367.00936045221925,31390300
2021-10-21,368.30780029296875,368.5030611357302,364.9690603471483,365.2716937985934,25469300
2021-10-22,365.21307373046875,368.01489068111977,363.54370397593016,367.0484181589055,36275800
2021-10-25,368.95208740234375,369.869759642286,364.6859035808137,366.63839263726635,32597800
2021-10-26,370.11383056640625,373.6185449403484,368.9325829979335,371.1974775135691,47191300
2021-10-27,370.9729309082031,374.04809529799724,370.2993197818287,370.5628950863415,45760500
2021-10-28,375.09271240234375,375.3465455394254,372.10540622215825,372.8766478207068,38007000
2021-10-29,376.93780517578125,377.1037798740068,371.65634786950943,372.0077816408734,37310100
2021-11-01,378.2264404296875,378.35335699524575,375.2879644255628,377.37711238956234,30765300
2021-11-02,379.80792236328125,380.2863024418157,377.56257186201555,377.6113721714531,25135300
2021-11-03,383.8398132324219,384.2595912258034,379.25148186388475,380.29604085791937,33748900
2021-11-04,388.76007080078125,389.7168010987637,384.56223153175233,385.10892604699467,40265300
2021-11-05,389.131103515625,391.46431261744476,387.7253089082258,390.5368981230242,43383800
2021-11-08,388.6039123535156,390.1268515040195,387.959587360207,389.10180661939495,29256300
2021-11-09,385.928955078125,390.07799390412305,384.56221883514286,389.6777301128541,50490700
2021-11-10,380.25701904296875,385.9680257488587,378.32404413486177,383.1466945298142,54937400
2021-11-11,381.3113098144531,383.4200013665287,380.9696183041074,383.24428451867635,32243000
2021-11-12,385.32379150390625,385.8607141669753,380.8623461152374,382.46337191651736,34730600
2021-11-15,385.2358703613281,386.8271538387699,382.7855166548735,386.50500622696774,33716900
2021-11-16,387.9791259765625,388.4769904429663,384.30843689890787,384.5036679352519,27872900
2021-11-17,388.18408203125,390.22442933882263,387.21760956782504,388.30122659740863,28703300
2021-11-18,392.2062072753906,392.71384366338594,388.0083680629183,390.23420421430734,45721500
2021-11-19,394.3930358886719,395.67191389711166,393.016527464315,393.84634131068026,45191700
2021-11-22,389.8144226074219,399.00088706126195,389.7070500113154,395.9354947788008,61715400
2021-11-23,388.0376892089844,390.72236168515934,383.5860165046275,388.65269824136277,70098700
2021-11-24,389.2872619628906,389.57035141401286,383.21502004967437,385.54822888619697,46954400
2021-11-26,381.9068603515625,388.09624690700775,380.5108080740468,386.70019462949205,51533300
2021-11-29,390.1952209472656,391.2105237106424,385.75331977050286,386.48550324750477,54447100
2021-11-30,384.46466064453125,391.6595786755713,382.4438271453783,389.3068255831106,81332700
2021-12-01,377.92376708984375,390.9664091370914,377.4551887958586,388.81865931426654,77766500
2021-12-02,380.6474914550781,382.4340057573196,375.20980251292,376.63511112183414,84416600
2021-12-03,374.028564453125,383.0197680619942,369.8990394441892,382.0142374068665,105349100
2021-12-06,377.0256652832031,378.3924017242457,370.2895539083861,374.5167095851985,67588800
2021-12-07,388.3793640136719,388.9944028593366,383.6543438719411,383.6934019966585,56005300
2021-12-08,390.1170349121094,390.3220676996834,386.8075816801875,388.71127029692764,39204000
2021-12-09,384.3767395019531,390.693042309447,384.1814786941557,388.88698411147857,49973700
2021-12-10,388.55511474609375,388.8186900573007,384.01555361585446,387.1981204796922,52545800
2021-12-13,382.9417419433594,388.86752441932373,382.5707642037265,388.5453767885295,50166400
2021-12-14,378.9781799316406,380.8232668030722,374.5167347911314,378.0995359244026,75199200
2021-12-15,387.61785888671875,387.9790943701356,374.76073576832874,378.7242859739215,73858000
2021-12-16,377.6504211425781,389.0139214933758,376.05913783090904,388.58437152730744,82591400
2021-12-17,375.7662658691406,379.94459104624536,372.7008439055859,374.2237829089388,80492500
2021-12-20,372.1211853027344,372.9129509116634,368.97366195502383,371.0263997610383,65336800
2021-12-21,380.449462890625,380.76226733370964,371.64228465565736,375.4056031109108,48899500
2021-12-22,385.082763671875,385.2880285211282,379.4915114570704,380.15619847509964,37042200
2021-12-23,387.98590087890625,389.46189261286446,385.26847597127016,385.4346328046368,29595500
2021-12-27,394.3982238769531,394.3982238769531,389.2566097879017,389.28593333541585,32820700
2021-12-28,392.5703125,395.47346319311873,391.6905761934396,395.2975218979408,33113700
2021-12-29,392.51165771484375,393.97789480728716,390.1265763246821,392.7071679261042,32248500
2021-12-30,391.3387145996094,394.48623831512873,390.75221375354465,392.29663714519864,23850100
2021-12-31,388.89495849609375,392.0326975297601,388.39642833751,390.66421553927245,34752900
2022-01-03,392.6387023925781,392.89285967908955,387.946756035039,390.0678954733818,40575900
2022-01-04,387.5460205078125,393.2252432133399,384.43760498343846,393.18613520435304,58027200
2022-01-05,375.64013671875,386.97904166494396,375.3859794371766,385.85490281531827,75739800
2022-01-06,375.3762512207031,378.63131441389,371.57382503945024,373.8122887846944,70814300
2022-01-07,371.309814453125,377.07703673221533,369.53080303722845,375.3859661190765,72652300
2022-01-10,371.5542297363281,372.07232879904006,360.99733488951995,366.38332187539964,91770500
2022-01-11,377.1357421875,377.3018990216817,368.729310112709,370.8211262138448,68295700
2022-01-12,378.63128662109375,381.41714298058406,376.3439604041235,379.7162877187325,54576400
2022-01-13,369.1594543457031,380.70362691435884,368.2210708306454,380.0193709119303,77994000
2022-01-14,371.4565734863281,371.7889170336695,366.42246813894934,366.62776284254903,80121200
2022-01-18,362.2094421386719,367.75183174394664,361.44700000663806,365.62090755834856,75450900
2022-01-19,358.2310791015625,366.25627559304854,357.96713731713106,363.773438945217,81791500
2022-01-20,353.5782165527344,365.4547319750164,353.04060817523964,361.4665798935378,88610700
2022-01-21,343.77398681640625,354.0278630696474,343.49050592981143,351.37886946652156,143388900
2022-01-24,345.3476867675781,346.01240356601903,326.628733124026,338.12404110377776,198685800
2022-01-25,337.342041015625,343.12880319962096,333.9892526900772,338.8669550360681,124398400
2022-01-26,336.81427001953125,348.8471885948809,333.10956869819853,344.9665459541835,146559500
2022-01-27,333.4223327636719,343.36340390232766,332.39594886369366,341.5354997010005,95255700
2022-01-28,343.8815002441406,344.0965495689162,330.3432667361857,335.30891046644876,108167900
2022-01-31,354.87823486328125,355.4647356595414,343.6077604042489,345.2499685999113,94326400
2022-02-01,357.2926330566406,357.9475653967966,351.05626320464,356.22717104828934,74433000
2022-02-02,360.19580078125,361.7695774661656,356.09035475017345,361.4372339658406,78777100
2022-02-03,345.5920715332031,353.78345421430055,344.5266094899805,350.4599894300949,95384800
2022-02-04,349.9517822265625,353.2654632856218,344.0477245262126,346.1102175127485,86318300
2022-02-07,347.13653564453125,352.923268193882,345.8755633496563,350.54797118288843,58198100
2022-02-08,351.0367431640625,352.13152887257996,344.85898971665887,345.99288343781575,64720900
2022-02-09,358.4754333496094,358.55361953643916,353.9691824649487,355.57228268632724,55766400
2022-02-10,350.36224365234375,358.24082213675007,348.51480037447556,351.4277057239334,112468500
2022-02-11,339.2481384277344,351.96531017026507,338.01648980675816,350.3622100711743,101569100
2022-02-14,339.6684875488281,343.07995292522753,336.1495422644953,338.69099611858655,80254400
2022-02-15,348.114013671875,348.3486020597808,343.90102816527116,344.9664902012364,55128800
2022-02-16,348.02606201171875,349.05241609546545,342.8160159109603,345.8560298132024,58947100
2022-02-17,337.6744079589844,345.5040936002371,337.2540639957622,344.8002986158995,61801400
2022-02-18,333.8230895996094,339.00378196380467,331.50643980975843,338.61279137926215,80001500
2022-02-22,330.4703063964844,336.2961770947266,326.82428226811663,330.8710814829209,85967100
2022-02-23,322.0052185058594,334.47798803538564,321.6924141097745,333.63735978041024,86215400
2022-02-24,332.8260498046875,333.36368799338595,311.09643425400265,311.66336616191,130614100
2022-02-25,337.9872131347656,338.19250782051216,329.79585971532714,333.62760955318606,78842100
2022-02-28,338.9940185546875,340.69487394060315,333.6373845694183,334.80060176636647,77515500
2022-03-01,333.8034973144531,340.2451614562558,331.2717984057204,337.9676198334862,67407000
2022-03-02,339.40460205078125,340.7437606416626,332.58170059695937,335.3577728954983,70609000
2022-03-03,334.55633544921875,342.1612200607261,332.68932262955724,342.0536804564172,71089400
2022-03-04,329.7078552246094,333.6276054976674,327.3814506238105,332.19069186826914,76936300
2022-03-07,317.5478820800781,330.86134169104156,317.3426172126836,329.6981243913494,89933800
2022-03-08,316.0718688964844,325.7099203532165,312.73861944517085,316.756095018651,116153900
2022-03-09,327.4498291015625,328.80855644371707,321.682635903484,324.2827665639788,64723400
2022-03-10,323.81353759765625,325.0256471146698,319.35617958197446,323.37368440374087,69362700
2022-03-11,317.09820556640625,327.1077378305876,316.6094598642907,326.7949334218728,66228400
2022-03-14,311.00848388671875,319.23894561699916,310.30468881302517,315.8568333773451,79802600
2022-03-15,320.7637939453125,321.5458049564042,312.04458744399636,313.6574422727851,76471000
2022-03-16,332.65985107421875,332.7771452589688,321.0081414881435,324.6933028328238,105243000
2022-03-17,336.6871337890625,336.74578088549174,329.4537035329827,330.75375394472377,67810000
2022-03-18,343.5783996582031,343.8716649399175,333.8621339712635,335.0253509781976,85446300
2022-03-21,342.62322998046875,344.9721335120002,338.21908066017096,342.7406990510846,73799100
2022-03-22,349.3567810058594,350.2278384354574,342.74078860811954,343.12246611781757,63345900
2022-03-23,344.33599853515625,350.0418361064971,344.2772789261504,346.4695871767288,70615500
2022-03-24,351.9893798828125,352.0383327937286,344.101061821773,346.26398003398117,53555300
2022-03-25,351.69580078125,352.9876917650907,347.3797308131114,351.93067919011213,57584200
2022-03-28,357.1373596191406,357.2352355759435,350.443056345995,351.6859943815005,56833900
2022-03-29,363.2835998535156,363.909952226636,358.2628648422368,361.04236883322204,68073000
2022-03-30,359.2709045410156,363.07806108400007,357.78329160336517,361.4142594837279,68757700
2022-03-31,354.8179016113281,359.7701211556056,353.9762040914719,359.4177736291962,67011400
2022-04-01,354.1426086425781,355.8651003699427,350.95203701586814,355.0821523000092,54527800
2022-04-04,361.4338684082031,361.4436649650168,354.7200012952997,354.9842395213076,45950200
2022-04-05,353.40850830078125,360.69003729587575,352.2634163783265,359.9755756803657,62738700
2022-04-06,345.7355041503906,349.1805167264054,343.09300271857137,348.07458116321845,90077100
2022-04-07,346.5576477050781,348.7597225254566,341.2628775528619,344.73725032243857,63777400
2022-04-08,341.71307373046875,345.56915383441867,341.0769247510717,344.81556564252395,61956100
2022-04-11,333.62908935546875,338.3855574755306,333.2865383490827,337.465576997834,66107400
2022-04-12,332.21966552734375,340.2841424787926,330.83969519836165,338.39525899621606,72790200
2022-04-13,338.9727783203125,340.0297612638615,331.8380463817993,332.56227488260964,61367800
2022-04-14,331.22137451171875,339.57947937773963,331.0060593555785,339.06076966534005,73519400
2022-04-18,331.47589111328125,333.7758419877369,328.63766720902964,330.1644367538699,58560600
